"1993-08-28 00:00:00.0","1998-08-28 00:00:00.0",484192,"Staff"
"1987-05-31 00:00:00.0","9999-01-01 00:00:00.0",484193,"Senior Engineer"
"1999-05-20 00:00:00.0","9999-01-01 00:00:00.0",484194,"Senior Staff"
"1993-05-20 00:00:00.0","1999-05-20 00:00:00.0",484194,"Staff"
"1992-03-07 00:00:00.0","1997-03-07 00:00:00.0",484195,"Engineer"
"1997-03-07 00:00:00.0","9999-01-01 00:00:00.0",484195,"Senior Engineer"
"1994-02-10 00:00:00.0","9999-01-01 00:00:00.0",484196,"Senior Staff"
"1985-02-10 00:00:00.0","1994-02-10 00:00:00.0",484196,"Staff"
"1993-01-19 00:00:00.0","1999-01-19 00:00:00.0",484197,"Engineer"
"1999-01-19 00:00:00.0","9999-01-01 00:00:00.0",484197,"Senior Engineer"
"1998-03-08 00:00:00.0","9999-01-01 00:00:00.0",484198,"Engineer"
"1986-06-06 00:00:00.0","1991-06-06 00:00:00.0",484199,"Engineer"
"1991-06-06 00:00:00.0","2001-08-20 00:00:00.0",484199,"Senior Engineer"
"1995-05-24 00:00:00.0","9999-01-01 00:00:00.0",484200,"Senior Staff"
"1989-05-24 00:00:00.0","1995-05-24 00:00:00.0",484200,"Staff"
"1987-02-12 00:00:00.0","1995-02-12 00:00:00.0",484201,"Engineer"
"1995-02-12 00:00:00.0","9999-01-01 00:00:00.0",484201,"Senior Engineer"
"1993-03-07 00:00:00.0","1998-03-07 00:00:00.0",484202,"Engineer"
"1998-03-07 00:00:00.0","9999-01-01 00:00:00.0",484202,"Senior Engineer"
"1996-08-30 00:00:00.0","1998-12-07 00:00:00.0",484203,"Technique Leader"
"1999-07-19 00:00:00.0","9999-01-01 00:00:00.0",484204,"Staff"
"1995-03-20 00:00:00.0","1999-07-14 00:00:00.0",484205,"Senior Staff"
"1994-07-01 00:00:00.0","9999-01-01 00:00:00.0",484206,"Engineer"
"1995-07-21 00:00:00.0","2001-12-09 00:00:00.0",484207,"Engineer"
"1997-02-18 00:00:00.0","9999-01-01 00:00:00.0",484208,"Senior Staff"
"1992-02-19 00:00:00.0","1997-02-18 00:00:00.0",484208,"Staff"
"1985-07-21 00:00:00.0","9999-01-01 00:00:00.0",484209,"Technique Leader"
"1998-04-23 00:00:00.0","9999-01-01 00:00:00.0",484210,"Engineer"
"1995-12-24 00:00:00.0","9999-01-01 00:00:00.0",484211,"Senior Staff"
"1988-12-23 00:00:00.0","1995-12-24 00:00:00.0",484211,"Staff"
"1988-01-05 00:00:00.0","1994-01-04 00:00:00.0",484212,"Engineer"
"1994-01-04 00:00:00.0","9999-01-01 00:00:00.0",484212,"Senior Engineer"
"1991-10-05 00:00:00.0","9999-01-01 00:00:00.0",484213,"Senior Staff"
"1986-10-05 00:00:00.0","1991-10-05 00:00:00.0",484213,"Staff"
"1999-07-09 00:00:00.0","9999-01-01 00:00:00.0",484214,"Engineer"
"1999-02-14 00:00:00.0","9999-01-01 00:00:00.0",484215,"Senior Staff"
"1991-02-14 00:00:00.0","1999-02-14 00:00:00.0",484215,"Staff"
"1994-06-17 00:00:00.0","1998-10-09 00:00:00.0",484216,"Staff"
"1999-11-26 00:00:00.0","9999-01-01 00:00:00.0",484217,"Senior Staff"
"1990-11-26 00:00:00.0","1999-11-26 00:00:00.0",484217,"Staff"
"1994-10-03 00:00:00.0","9999-01-01 00:00:00.0",484218,"Senior Staff"
"1999-11-10 00:00:00.0","9999-01-01 00:00:00.0",484219,"Engineer"
"1998-07-24 00:00:00.0","9999-01-01 00:00:00.0",484220,"Technique Leader"
"1989-01-06 00:00:00.0","9999-01-01 00:00:00.0",484221,"Senior Engineer"
"1987-01-12 00:00:00.0","1992-07-03 00:00:00.0",484222,"Senior Engineer"
"1993-05-06 00:00:00.0","1999-05-06 00:00:00.0",484223,"Engineer"
"1999-05-06 00:00:00.0","9999-01-01 00:00:00.0",484223,"Senior Engineer"
"1986-08-01 00:00:00.0","1993-08-01 00:00:00.0",484224,"Engineer"
"1993-08-01 00:00:00.0","9999-01-01 00:00:00.0",484224,"Senior Engineer"
"1985-09-20 00:00:00.0","9999-01-01 00:00:00.0",484225,"Senior Staff"
"1991-03-19 00:00:00.0","1995-04-23 00:00:00.0",484226,"Engineer"
"1999-02-12 00:00:00.0","9999-01-01 00:00:00.0",484227,"Engineer"
"1999-09-29 00:00:00.0","9999-01-01 00:00:00.0",484228,"Senior Staff"
"1991-09-29 00:00:00.0","1999-09-29 00:00:00.0",484228,"Staff"
"2000-01-14 00:00:00.0","9999-01-01 00:00:00.0",484229,"Senior Engineer"
"1996-06-24 00:00:00.0","1998-02-25 00:00:00.0",484230,"Staff"
"1996-06-16 00:00:00.0","9999-01-01 00:00:00.0",484231,"Senior Engineer"
"1994-12-08 00:00:00.0","9999-01-01 00:00:00.0",484232,"Senior Staff"
"1987-12-08 00:00:00.0","1994-12-08 00:00:00.0",484232,"Staff"
"1996-07-03 00:00:00.0","1998-12-19 00:00:00.0",484233,"Staff"
"1999-02-21 00:00:00.0","9999-01-01 00:00:00.0",484234,"Senior Staff"
"1986-01-13 00:00:00.0","9999-01-01 00:00:00.0",484235,"Senior Engineer"
"1994-10-02 00:00:00.0","1999-10-02 00:00:00.0",484236,"Engineer"
"1999-10-02 00:00:00.0","9999-01-01 00:00:00.0",484236,"Senior Engineer"
"1988-12-24 00:00:00.0","9999-01-01 00:00:00.0",484237,"Senior Engineer"
"1991-06-14 00:00:00.0","9999-01-01 00:00:00.0",484238,"Senior Engineer"
"1993-01-15 00:00:00.0","2002-03-31 00:00:00.0",484239,"Senior Staff"
"1988-01-16 00:00:00.0","1993-01-15 00:00:00.0",484239,"Staff"
"1999-11-06 00:00:00.0","2001-06-01 00:00:00.0",484240,"Staff"
"1989-06-01 00:00:00.0","1996-06-01 00:00:00.0",484241,"Engineer"
"1996-06-01 00:00:00.0","9999-01-01 00:00:00.0",484241,"Senior Engineer"
"1989-07-22 00:00:00.0","1997-07-22 00:00:00.0",484242,"Engineer"
"1997-07-22 00:00:00.0","9999-01-01 00:00:00.0",484242,"Senior Engineer"
"1991-03-12 00:00:00.0","9999-01-01 00:00:00.0",484243,"Senior Staff"
"1997-09-13 00:00:00.0","9999-01-01 00:00:00.0",484244,"Engineer"
"2000-01-10 00:00:00.0","9999-01-01 00:00:00.0",484245,"Senior Staff"
"1996-05-23 00:00:00.0","1998-09-04 00:00:00.0",484246,"Staff"
"1994-12-02 00:00:00.0","9999-01-01 00:00:00.0",484247,"Staff"
"1994-09-30 00:00:00.0","1996-04-27 00:00:00.0",484248,"Engineer"
"1994-10-27 00:00:00.0","2001-10-27 00:00:00.0",484249,"Engineer"
"2001-10-27 00:00:00.0","9999-01-01 00:00:00.0",484249,"Senior Engineer"
"1996-01-05 00:00:00.0","9999-01-01 00:00:00.0",484250,"Senior Staff"
"1988-01-05 00:00:00.0","1996-01-05 00:00:00.0",484250,"Staff"
"1996-01-03 00:00:00.0","9999-01-01 00:00:00.0",484251,"Staff"
"2000-05-03 00:00:00.0","9999-01-01 00:00:00.0",484252,"Senior Staff"
"1994-05-04 00:00:00.0","2000-05-03 00:00:00.0",484252,"Staff"
"1990-07-14 00:00:00.0","9999-01-01 00:00:00.0",484253,"Technique Leader"
"1999-12-03 00:00:00.0","9999-01-01 00:00:00.0",484254,"Staff"
"1998-10-28 00:00:00.0","2002-07-22 00:00:00.0",484255,"Assistant Engineer"
"1986-02-22 00:00:00.0","1994-02-22 00:00:00.0",484256,"Engineer"
"1994-02-22 00:00:00.0","9999-01-01 00:00:00.0",484256,"Senior Engineer"
"1997-05-19 00:00:00.0","1998-07-14 00:00:00.0",484257,"Engineer"
"1997-12-24 00:00:00.0","9999-01-01 00:00:00.0",484258,"Senior Staff"
"1992-12-24 00:00:00.0","1997-12-24 00:00:00.0",484258,"Staff"
"1998-12-13 00:00:00.0","9999-01-01 00:00:00.0",484259,"Senior Staff"
"1989-12-13 00:00:00.0","1998-12-13 00:00:00.0",484259,"Staff"
"1988-04-27 00:00:00.0","9999-01-01 00:00:00.0",484260,"Technique Leader"
"1998-11-05 00:00:00.0","9999-01-01 00:00:00.0",484261,"Senior Staff"
"1991-11-05 00:00:00.0","1998-11-05 00:00:00.0",484261,"Staff"
"1986-09-28 00:00:00.0","1995-09-28 00:00:00.0",484262,"Engineer"
"1995-09-28 00:00:00.0","9999-01-01 00:00:00.0",484262,"Senior Engineer"
"1988-08-28 00:00:00.0","9999-01-01 00:00:00.0",484263,"Senior Engineer"
"1987-06-02 00:00:00.0","1992-06-01 00:00:00.0",484264,"Engineer"
"1992-06-01 00:00:00.0","2001-06-24 00:00:00.0",484264,"Senior Engineer"
"1986-12-08 00:00:00.0","1991-12-08 00:00:00.0",484265,"Engineer"
"1991-12-08 00:00:00.0","9999-01-01 00:00:00.0",484265,"Senior Engineer"
"2000-07-03 00:00:00.0","9999-01-01 00:00:00.0",484266,"Senior Staff"
"1991-07-04 00:00:00.0","2000-07-03 00:00:00.0",484266,"Staff"
"1999-04-22 00:00:00.0","9999-01-01 00:00:00.0",484267,"Staff"
"1999-11-24 00:00:00.0","9999-01-01 00:00:00.0",484268,"Staff"
"2000-01-08 00:00:00.0","9999-01-01 00:00:00.0",484269,"Senior Staff"
"1998-12-11 00:00:00.0","2001-04-07 00:00:00.0",484270,"Staff"
"2000-01-27 00:00:00.0","9999-01-01 00:00:00.0",484271,"Assistant Engineer"
"1986-02-02 00:00:00.0","1994-02-02 00:00:00.0",484272,"Engineer"
"1994-02-02 00:00:00.0","1998-11-24 00:00:00.0",484272,"Senior Engineer"
"1999-04-15 00:00:00.0","9999-01-01 00:00:00.0",484273,"Engineer"
"1995-10-30 00:00:00.0","1999-06-20 00:00:00.0",484274,"Senior Staff"
"1989-10-30 00:00:00.0","1995-10-30 00:00:00.0",484274,"Staff"
"1999-11-23 00:00:00.0","9999-01-01 00:00:00.0",484275,"Staff"
"1991-09-08 00:00:00.0","9999-01-01 00:00:00.0",484276,"Senior Staff"
"1997-05-26 00:00:00.0","9999-01-01 00:00:00.0",484277,"Senior Engineer"
"1996-05-04 00:00:00.0","2000-05-01 00:00:00.0",484278,"Staff"
"1996-09-07 00:00:00.0","9999-01-01 00:00:00.0",484279,"Senior Staff"
"1989-02-13 00:00:00.0","1996-02-14 00:00:00.0",484280,"Engineer"
"1996-02-14 00:00:00.0","9999-01-01 00:00:00.0",484280,"Senior Engineer"
"1999-09-21 00:00:00.0","9999-01-01 00:00:00.0",484281,"Senior Staff"
"1994-09-21 00:00:00.0","1999-09-21 00:00:00.0",484281,"Staff"
"2002-06-09 00:00:00.0","9999-01-01 00:00:00.0",484282,"Senior Staff"
"1995-06-09 00:00:00.0","2002-06-09 00:00:00.0",484282,"Staff"
"1997-02-04 00:00:00.0","9999-01-01 00:00:00.0",484283,"Senior Staff"
"1990-02-04 00:00:00.0","1997-02-04 00:00:00.0",484283,"Staff"
"1995-10-09 00:00:00.0","1995-11-16 00:00:00.0",484284,"Senior Staff"
"1999-09-20 00:00:00.0","9999-01-01 00:00:00.0",484285,"Staff"
"1993-12-24 00:00:00.0","9999-01-01 00:00:00.0",484286,"Engineer"
"1991-02-24 00:00:00.0","1993-07-11 00:00:00.0",484287,"Staff"
"1993-06-03 00:00:00.0","9999-01-01 00:00:00.0",484288,"Senior Staff"
"1988-06-03 00:00:00.0","1993-06-03 00:00:00.0",484288,"Staff"
"1995-11-06 00:00:00.0","2000-11-05 00:00:00.0",484289,"Engineer"
"2000-11-05 00:00:00.0","9999-01-01 00:00:00.0",484289,"Senior Engineer"
"1995-08-19 00:00:00.0","9999-01-01 00:00:00.0",484290,"Senior Engineer"
"1994-02-21 00:00:00.0","9999-01-01 00:00:00.0",484291,"Senior Engineer"
"1993-05-26 00:00:00.0","9999-01-01 00:00:00.0",484292,"Senior Staff"
"1997-04-01 00:00:00.0","9999-01-01 00:00:00.0",484293,"Engineer"
"1999-01-21 00:00:00.0","2000-11-04 00:00:00.0",484294,"Senior Engineer"
"1997-11-25 00:00:00.0","9999-01-01 00:00:00.0",484295,"Staff"
"1999-08-15 00:00:00.0","9999-01-01 00:00:00.0",484296,"Senior Engineer"
"1995-01-28 00:00:00.0","2000-06-06 00:00:00.0",484297,"Engineer"
"1996-08-31 00:00:00.0","9999-01-01 00:00:00.0",484298,"Technique Leader"
"1994-07-13 00:00:00.0","1999-10-10 00:00:00.0",484299,"Senior Staff"
"1986-12-30 00:00:00.0","1992-12-29 00:00:00.0",484300,"Engineer"
"1992-12-29 00:00:00.0","9999-01-01 00:00:00.0",484300,"Senior Engineer"
"2001-02-20 00:00:00.0","9999-01-01 00:00:00.0",484301,"Senior Staff"
"1992-02-21 00:00:00.0","2001-02-20 00:00:00.0",484301,"Staff"
"1992-11-21 00:00:00.0","1997-11-21 00:00:00.0",484302,"Engineer"
"1997-11-21 00:00:00.0","9999-01-01 00:00:00.0",484302,"Senior Engineer"
"1998-04-17 00:00:00.0","9999-01-01 00:00:00.0",484303,"Senior Staff"
"1985-10-15 00:00:00.0","1989-11-10 00:00:00.0",484304,"Staff"
"1990-10-30 00:00:00.0","9999-01-01 00:00:00.0",484305,"Senior Staff"
"1985-10-30 00:00:00.0","1990-10-30 00:00:00.0",484305,"Staff"
"1995-12-31 00:00:00.0","9999-01-01 00:00:00.0",484306,"Staff"
"1998-12-14 00:00:00.0","9999-01-01 00:00:00.0",484307,"Senior Staff"
"1990-12-14 00:00:00.0","1998-12-14 00:00:00.0",484307,"Staff"
"1988-03-09 00:00:00.0","1997-03-09 00:00:00.0",484308,"Engineer"
"1997-03-09 00:00:00.0","9999-01-01 00:00:00.0",484308,"Senior Engineer"
"1992-12-17 00:00:00.0","2000-12-17 00:00:00.0",484309,"Assistant Engineer"
"2000-12-17 00:00:00.0","9999-01-01 00:00:00.0",484309,"Engineer"
"1997-08-03 00:00:00.0","9999-01-01 00:00:00.0",484310,"Engineer"
"1997-06-14 00:00:00.0","9999-01-01 00:00:00.0",484311,"Assistant Engineer"
"1991-08-03 00:00:00.0","1998-05-26 00:00:00.0",484312,"Engineer"
"1995-04-27 00:00:00.0","9999-01-01 00:00:00.0",484313,"Engineer"
"1994-03-03 00:00:00.0","9999-01-01 00:00:00.0",484314,"Senior Staff"
"1989-03-03 00:00:00.0","1994-03-03 00:00:00.0",484314,"Staff"
"1997-02-15 00:00:00.0","9999-01-01 00:00:00.0",484315,"Senior Staff"
"1994-03-16 00:00:00.0","9999-01-01 00:00:00.0",484316,"Senior Engineer"
"1996-02-07 00:00:00.0","9999-01-01 00:00:00.0",484317,"Technique Leader"
"1985-09-07 00:00:00.0","1992-09-07 00:00:00.0",484318,"Engineer"
"1992-09-07 00:00:00.0","9999-01-01 00:00:00.0",484318,"Senior Engineer"
"1986-01-27 00:00:00.0","1995-01-27 00:00:00.0",484319,"Engineer"
"1995-01-27 00:00:00.0","9999-01-01 00:00:00.0",484319,"Senior Engineer"
"1998-03-07 00:00:00.0","1998-03-14 00:00:00.0",484320,"Senior Staff"
"1992-03-07 00:00:00.0","1998-03-07 00:00:00.0",484320,"Staff"
"1985-06-16 00:00:00.0","1995-06-07 00:00:00.0",484321,"Senior Engineer"
"1996-06-18 00:00:00.0","2002-06-18 00:00:00.0",484322,"Engineer"
"2002-06-18 00:00:00.0","9999-01-01 00:00:00.0",484322,"Senior Engineer"
"1993-06-29 00:00:00.0","9999-01-01 00:00:00.0",484323,"Senior Staff"
"1985-06-29 00:00:00.0","1993-06-29 00:00:00.0",484323,"Staff"
"1998-09-23 00:00:00.0","9999-01-01 00:00:00.0",484324,"Staff"
"1996-07-13 00:00:00.0","9999-01-01 00:00:00.0",484325,"Senior Staff"
"1987-07-14 00:00:00.0","1996-07-13 00:00:00.0",484325,"Staff"
"1994-10-16 00:00:00.0","1995-09-18 00:00:00.0",484326,"Engineer"
"1998-12-11 00:00:00.0","9999-01-01 00:00:00.0",484327,"Engineer"
"1999-10-02 00:00:00.0","9999-01-01 00:00:00.0",484328,"Engineer"
"1987-04-01 00:00:00.0","1993-03-31 00:00:00.0",484329,"Engineer"
"1993-03-31 00:00:00.0","9999-01-01 00:00:00.0",484329,"Senior Engineer"
"1999-04-04 00:00:00.0","9999-01-01 00:00:00.0",484330,"Senior Staff"
"1993-04-04 00:00:00.0","1999-04-04 00:00:00.0",484330,"Staff"
"1988-07-16 00:00:00.0","9999-01-01 00:00:00.0",484331,"Senior Staff"
"1997-01-22 00:00:00.0","9999-01-01 00:00:00.0",484332,"Staff"
"1987-02-01 00:00:00.0","1995-02-01 00:00:00.0",484333,"Engineer"
"1995-02-01 00:00:00.0","9999-01-01 00:00:00.0",484333,"Senior Engineer"
"1988-01-27 00:00:00.0","1998-06-22 00:00:00.0",484334,"Senior Staff"
"1985-12-22 00:00:00.0","1990-12-22 00:00:00.0",484335,"Engineer"
"1990-12-22 00:00:00.0","9999-01-01 00:00:00.0",484335,"Senior Engineer"
"1999-06-29 00:00:00.0","9999-01-01 00:00:00.0",484336,"Engineer"
"1997-09-23 00:00:00.0","1998-02-07 00:00:00.0",484337,"Senior Engineer"
"1991-10-05 00:00:00.0","2000-10-04 00:00:00.0",484338,"Engineer"
"2000-10-04 00:00:00.0","9999-01-01 00:00:00.0",484338,"Senior Engineer"
"1999-04-24 00:00:00.0","9999-01-01 00:00:00.0",484339,"Senior Engineer"
"1994-04-11 00:00:00.0","9999-01-01 00:00:00.0",484340,"Senior Staff"
"1996-04-16 00:00:00.0","9999-01-01 00:00:00.0",484341,"Engineer"
"1995-02-02 00:00:00.0","1995-09-14 00:00:00.0",484342,"Staff"
"1994-12-27 00:00:00.0","9999-01-01 00:00:00.0",484343,"Senior Engineer"
"1995-06-23 00:00:00.0","9999-01-01 00:00:00.0",484344,"Senior Engineer"
"1997-04-28 00:00:00.0","2000-12-05 00:00:00.0",484345,"Staff"
"1993-07-15 00:00:00.0","9999-01-01 00:00:00.0",484346,"Senior Staff"
"1985-07-15 00:00:00.0","1993-07-15 00:00:00.0",484346,"Staff"
"1992-05-07 00:00:00.0","1998-05-07 00:00:00.0",484347,"Engineer"
"1998-05-07 00:00:00.0","9999-01-01 00:00:00.0",484347,"Senior Engineer"
"1998-08-23 00:00:00.0","9999-01-01 00:00:00.0",484348,"Staff"
"1999-05-13 00:00:00.0","9999-01-01 00:00:00.0",484349,"Engineer"
"1991-05-01 00:00:00.0","1998-05-01 00:00:00.0",484350,"Engineer"
"1998-05-01 00:00:00.0","9999-01-01 00:00:00.0",484350,"Senior Engineer"
"1999-07-16 00:00:00.0","2002-02-11 00:00:00.0",484351,"Engineer"
"1994-09-06 00:00:00.0","9999-01-01 00:00:00.0",484352,"Senior Staff"
"1985-09-06 00:00:00.0","1994-09-06 00:00:00.0",484352,"Staff"
"1999-02-17 00:00:00.0","9999-01-01 00:00:00.0",484353,"Engineer"
"1997-01-09 00:00:00.0","9999-01-01 00:00:00.0",484354,"Technique Leader"
"2000-01-17 00:00:00.0","2001-05-27 00:00:00.0",484355,"Engineer"
"1986-06-29 00:00:00.0","1995-06-29 00:00:00.0",484356,"Engineer"
"1995-06-29 00:00:00.0","9999-01-01 00:00:00.0",484356,"Senior Engineer"
"1990-11-22 00:00:00.0","1996-11-21 00:00:00.0",484357,"Engineer"
"1996-11-21 00:00:00.0","9999-01-01 00:00:00.0",484357,"Senior Engineer"
"1998-06-06 00:00:00.0","9999-01-01 00:00:00.0",484358,"Staff"
"1998-07-29 00:00:00.0","1998-11-11 00:00:00.0",484359,"Engineer"
"1998-02-27 00:00:00.0","9999-01-01 00:00:00.0",484360,"Senior Staff"
"1989-02-27 00:00:00.0","1998-02-27 00:00:00.0",484360,"Staff"
"1985-07-20 00:00:00.0","9999-01-01 00:00:00.0",484361,"Senior Staff"
"1991-12-25 00:00:00.0","1993-04-08 00:00:00.0",484362,"Engineer"
"1988-04-18 00:00:00.0","1996-04-18 00:00:00.0",484363,"Assistant Engineer"
"1996-04-18 00:00:00.0","9999-01-01 00:00:00.0",484363,"Engineer"
"1999-05-09 00:00:00.0","9999-01-01 00:00:00.0",484364,"Senior Staff"
"1993-05-09 00:00:00.0","1999-05-09 00:00:00.0",484364,"Staff"
"1992-05-28 00:00:00.0","1996-11-01 00:00:00.0",484365,"Engineer"
"1995-12-20 00:00:00.0","9999-01-01 00:00:00.0",484366,"Senior Staff"
"1990-12-20 00:00:00.0","1995-12-20 00:00:00.0",484366,"Staff"
"1998-08-11 00:00:00.0","9999-01-01 00:00:00.0",484367,"Staff"
"1997-01-22 00:00:00.0","9999-01-01 00:00:00.0",484368,"Engineer"
"1996-04-05 00:00:00.0","9999-01-01 00:00:00.0",484369,"Engineer"
"1998-06-10 00:00:00.0","9999-01-01 00:00:00.0",484370,"Engineer"
"1998-10-21 00:00:00.0","9999-01-01 00:00:00.0",484371,"Technique Leader"
"1995-01-08 00:00:00.0","9999-01-01 00:00:00.0",484372,"Engineer"
"1999-10-05 00:00:00.0","9999-01-01 00:00:00.0",484373,"Senior Staff"
"1993-10-05 00:00:00.0","1999-10-05 00:00:00.0",484373,"Staff"
"1994-04-15 00:00:00.0","1997-11-16 00:00:00.0",484374,"Staff"
"1994-10-28 00:00:00.0","9999-01-01 00:00:00.0",484375,"Senior Staff"
"1987-10-28 00:00:00.0","1994-10-28 00:00:00.0",484375,"Staff"
"2002-01-13 00:00:00.0","9999-01-01 00:00:00.0",484376,"Senior Staff"
"1993-01-13 00:00:00.0","2002-01-13 00:00:00.0",484376,"Staff"
"1990-06-16 00:00:00.0","1996-06-15 00:00:00.0",484377,"Engineer"
"1996-06-15 00:00:00.0","9999-01-01 00:00:00.0",484377,"Senior Engineer"
"1991-10-06 00:00:00.0","9999-01-01 00:00:00.0",484378,"Technique Leader"
"1994-06-25 00:00:00.0","1995-08-25 00:00:00.0",484379,"Staff"
"2000-10-28 00:00:00.0","9999-01-01 00:00:00.0",484380,"Senior Staff"
"1995-10-29 00:00:00.0","2000-10-28 00:00:00.0",484380,"Staff"
"1999-01-26 00:00:00.0","9999-01-01 00:00:00.0",484381,"Staff"
"1996-09-19 00:00:00.0","9999-01-01 00:00:00.0",484382,"Technique Leader"
"1990-03-04 00:00:00.0","9999-01-01 00:00:00.0",484383,"Senior Staff"
